trial,cnd,stimulated_eye,latency,trial_times
1,1.5,-1,0.570159912109375,2.472598075866699
2,1.5,-1,0.4628109931945801,2.3201048374176025
3,0.0,-1,3.016710042953491,3.279989242553711
4,1.2,1,0.6922829151153564,2.2398860454559326
5,0.3,1,0.5434410572052002,1.1198301315307617
6,0.9,-1,0.45794200897216797,1.7601947784423828
7,0.3,-1,0.5241458415985107,1.063812017440796
8,1.2,-1,0.4055781364440918,1.8320059776306152
9,1.5,-1,0.3747708797454834,2.1999359130859375
10,0.3,-1,3.018126964569092,3.7203381061553955
11,1.2,1,0.539330005645752,2.0639901161193848
12,1.5,1,0.7532689571380615,2.5758042335510254
13,0.9,1,0.6166090965270996,1.8880109786987305
14,0.0,-1,4.116374969482422,4.448086977005005
15,0.9,-1,0.6559827327728271,1.952152967453003
16,0.0,1,2.4832568168640137,2.8002519607543945
17,1.5,1,0.6180198192596436,2.520163059234619
18,0.9,1,0.5765550136566162,1.752086877822876
19,0.3,-1,2.3246378898620605,2.8482189178466797
20,0.6,-1,0.6845359802246094,1.6478691101074219
21,0.3,1,0.5293340682983398,1.1199238300323486
22,1.2,1,0.6452159881591797,2.143955945968628
23,0.0,1,3.5824389457702637,3.983924150466919
24,0.6,-1,0.4280409812927246,1.3760550022125244
25,1.2,-1,0.6166200637817383,2.0477051734924316
26,0.0,-1,5.100437164306641,5.432286262512207
27,1.2,-1,0.683892011642456,2.2164363861083984
28,0.6,1,0.42820191383361816,1.3517558574676514
29,1.5,-1,0.5681328773498535,2.368070125579834
30,0.0,-1,2.962053060531616,3.2162561416625977
31,0.0,1,6.0032899379730225,6.360524892807007
32,0.0,1,3.361193895339966,3.576162815093994
33,1.2,1,0.820220947265625,2.351853132247925
34,0.0,-1,5.45490288734436,5.856141090393066
35,0.6,1,0.5479328632354736,1.4637997150421143
36,1.5,-1,0.6342027187347412,2.5358479022979736
37,1.5,-1,0.5660042762756348,2.2879981994628906
38,0.6,-1,0.4811363220214844,1.3599870204925537
39,1.5,1,0.5021822452545166,2.232297897338867
40,0.9,1,0.38320279121398926,1.5679049491882324
41,1.2,1,0.363955020904541,1.887972116470337
42,0.3,1,0.4043262004852295,0.959874153137207
43,1.5,1,0.39270496368408203,2.2320468425750732
44,0.9,1,0.3841361999511719,1.6399953365325928
45,0.0,1,5.124005079269409,5.504331111907959
46,0.6,-1,0.6841599941253662,1.527879238128662
47,0.3,1,0.6000981330871582,1.1998262405395508
48,0.3,1,0.47377490997314453,1.1759791374206543
49,0.6,-1,0.4434070587158203,1.399911880493164
50,0.6,1,0.38983702659606934,1.3915860652923584
51,1.5,1,0.3855879306793213,2.2878150939941406
52,1.2,1,0.9017772674560547,2.504026174545288
53,0.3,-1,2.082470178604126,2.711921215057373
54,0.3,-1,0.4616999626159668,1.079714059829712
55,1.5,-1,2.575485944747925,4.384283065795898
56,0.0,-1,3.5959272384643555,3.9442501068115234
57,0.6,1,0.3798661231994629,1.2640111446380615
58,1.2,-1,0.4365057945251465,1.9277801513671875
59,0.3,-1,0.4404008388519287,1.0879089832305908
60,0.0,1,4.46771502494812,4.808050155639648
61,0.0,-1,3.295325994491577,3.6240289211273193
62,0.3,-1,0.41318511962890625,1.0318541526794434
63,0.0,1,2.748250961303711,3.0802547931671143
64,1.5,-1,0.861091136932373,2.752042055130005
65,0.9,-1,0.4714796543121338,1.7199349403381348
66,0.0,1,3.7854421138763428,4.048096179962158
67,0.3,1,0.49778270721435547,1.1996779441833496
68,0.9,1,0.4821791648864746,1.7840831279754639
69,0.3,-1,0.4336588382720947,1.135788917541504
70,0.9,-1,0.44742417335510254,1.7200491428375244
71,0.6,-1,0.38857507705688477,1.3598132133483887
72,0.3,-1,0.3935821056365967,1.007840871810913
73,0.9,-1,0.3763580322265625,1.6240050792694092
74,1.2,1,0.3610081672668457,1.839834213256836
75,0.6,-1,0.30950403213500977,1.2481367588043213
76,1.2,-1,0.36606597900390625,1.935964822769165
77,1.2,1,0.43631887435913086,2.015881061553955
78,1.5,-1,0.3738570213317871,2.1118640899658203
79,1.2,-1,0.41184377670288086,1.9279680252075195
80,0.0,-1,2.8979599475860596,3.1199419498443604
