trial,cnd,stimulated_eye,latency,trial_times
1,0.6,-1,1.1532957553863525,2.1550190448760986
2,0.9,1,1.2018282413482666,2.504025936126709
3,1.2,-1,1.2358620166778564,2.815868854522705
4,0.6,1,3.858191728591919,4.839977025985718
5,1.2,-1,1.564546823501587,3.03994083404541
6,1.5,1,2.0983150005340576,3.93593692779541
7,1.2,1,2.5686519145965576,4.080115079879761
8,1.2,1,6.870672941207886,8.392291069030762
9,0.6,1,7.372007131576538,8.26432728767395
10,1.2,1,2.6058621406555176,4.208072185516357
11,0.3,1,1.8186209201812744,2.463822841644287
12,0.0,1,3.0013811588287354,3.2159478664398193
13,0.0,-1,1.1156909465789795,1.3838682174682617
14,1.2,-1,2.6857750415802,4.288009881973267
15,1.5,-1,1.945404291152954,3.720188856124878
16,0.3,1,4.123432874679565,4.744201183319092
17,0.3,1,2.086737871170044,2.624210834503174
18,1.2,1,1.5174379348754883,3.119576930999756
19,0.9,-1,1.0339901447296143,2.336195945739746
20,0.9,1,1.2724783420562744,2.5518319606781006
21,0.6,-1,1.4288640022277832,2.36032772064209
22,0.3,-1,1.282285213470459,1.8877999782562256
23,0.0,-1,1.854038953781128,2.2158610820770264
24,0.0,1,1.0858962535858154,1.4879980087280273
25,0.3,1,1.8888750076293945,2.4480319023132324
26,1.2,-1,1.8282089233398438,3.376116991043091
27,0.3,1,2.093472957611084,2.7119531631469727
28,1.2,-1,1.993614912033081,3.5198090076446533
29,0.3,1,2.373281955718994,3.0558998584747314
30,0.9,1,3.5317962169647217,4.808300018310547
31,1.2,1,2.1693639755249023,3.7360310554504395
32,0.3,-1,2.6357738971710205,3.3120148181915283
33,0.3,1,7.666533708572388,8.36029601097107
34,0.9,1,2.9389750957489014,4.143908977508545
35,0.3,-1,1.8420898914337158,2.495934009552002
36,0.6,-1,1.1458852291107178,2.1118578910827637
37,0.9,-1,1.3126640319824219,2.592160940170288
38,0.9,1,3.1237540245056152,4.360310077667236
39,1.5,1,3.5465540885925293,5.3759191036224365
40,0.9,-1,3.7085700035095215,4.976145029067993
41,0.0,-1,1.832608938217163,2.191838264465332
42,1.2,1,1.8098242282867432,3.3841540813446045
43,0.3,1,1.99680495262146,2.5121259689331055
44,0.0,1,1.1985809803009033,1.5436596870422363
45,0.9,-1,1.7868468761444092,3.0880792140960693
46,0.3,-1,0.9152548313140869,1.5199408531188965
47,0.3,1,2.0046088695526123,2.632108688354492
48,0.0,1,1.4793589115142822,1.840036153793335
49,0.3,1,1.3949549198150635,1.9999899864196777
50,0.0,1,1.2238049507141113,1.5598881244659424
51,0.9,-1,1.0749948024749756,2.335904836654663
52,1.2,-1,1.4570591449737549,2.912285089492798
53,0.0,-1,0.8755209445953369,1.1919629573822021
54,1.5,1,2.042830228805542,3.8640239238739014
55,0.6,1,2.073198080062866,3.000200033187866
56,1.5,1,1.7311370372772217,3.5440189838409424
57,0.6,-1,1.8433988094329834,2.735947608947754
58,1.5,-1,2.4366259574890137,4.31193995475769
59,1.2,-1,1.4410970211029053,3.0317888259887695
60,0.0,1,1.007429838180542,1.351680040359497
61,0.0,-1,1.3426220417022705,1.7118608951568604
62,0.0,-1,1.0278890132904053,1.327650785446167
63,0.9,-1,0.9492101669311523,2.2238471508026123
64,1.5,-1,0.7950067520141602,2.647934913635254
65,0.0,-1,0.9372949600219727,1.2477991580963135
66,0.3,1,2.2273449897766113,2.871798038482666
67,0.6,1,1.9908440113067627,2.89601993560791
68,1.5,1,1.4191768169403076,3.22397780418396
69,0.0,-1,0.7840361595153809,1.1759448051452637
70,0.0,-1,0.6809008121490479,1.072322130203247
71,0.0,-1,0.5912430286407471,0.9597909450531006
72,0.9,1,2.767335891723633,4.064334154129028
73,1.2,1,2.543125867843628,4.072175979614258
74,1.5,-1,2.181896209716797,4.007821798324585
75,0.3,-1,1.3566319942474365,2.040127992630005
76,0.6,1,3.367856025695801,4.352169036865234
77,0.9,-1,1.3717169761657715,2.583914041519165
78,1.5,1,5.379491090774536,7.240589618682861
79,0.9,1,3.1456289291381836,4.447725057601929
80,1.2,-1,0.8794610500335693,2.383951187133789
81,0.3,1,1.507633924484253,2.136194944381714
82,0.6,-1,0.6621358394622803,1.6397969722747803
83,1.2,1,1.9023265838623047,3.408139705657959
84,0.3,-1,1.3705978393554688,2.0556890964508057
85,0.3,-1,2.1737380027770996,2.870138645172119
86,1.5,-1,1.2021770477294922,3.0958011150360107
87,1.2,-1,0.9017701148986816,2.423906087875366
88,1.2,1,3.6325368881225586,5.168099880218506
89,0.6,-1,2.2264819145202637,3.223405122756958
90,0.0,1,3.2560079097747803,3.6003711223602295
91,1.5,1,1.5174100399017334,3.400520086288452
92,1.2,1,1.8016507625579834,3.3840479850769043
93,0.9,1,1.620927095413208,2.9122438430786133
94,0.6,1,5.082816123962402,6.078642845153809
95,0.0,-1,1.277116060256958,1.5753207206726074
96,0.9,-1,1.3119621276855469,2.5361380577087402
97,0.9,1,1.8714842796325684,3.103817939758301
98,0.3,-1,1.249932050704956,1.863983154296875
99,0.3,1,1.2842798233032227,1.9759809970855713
100,1.2,-1,1.7513868808746338,3.335998058319092
101,1.5,1,2.2065072059631348,4.040164232254028
102,0.0,1,0.7985930442810059,1.1359660625457764
103,1.5,-1,1.5071167945861816,3.3999691009521484
104,1.5,1,1.3763458728790283,3.1989550590515137
105,0.0,1,1.9941658973693848,2.3906610012054443
