trial,cnd,stimulated_eye,latency,trial_times
1,0.6,1,0.6399370670318604,1.6415538787841797
2,1.5,-1,0.7771079540252686,2.5838520526885986
3,0.9,1,1.3649164199829102,2.607954978942871
4,1.2,1,0.17660193443298344,1.719865083694458
5,0.3,1,0.8420538425445556,1.5437538623809814
6,1.5,1,0.6663310527801514,2.5680041313171387
7,1.2,-1,0.757340955734253,2.1842119693756104
8,0.3,-1,0.6896299839019775,1.3916878700256348
9,0.6,1,0.8493741989135742,1.6636066436767578
10,0.3,1,0.7220441818237304,1.2394380569458008
11,0.3,1,0.5857171535491943,1.2877898216247559
12,1.2,1,-0.10601706504821773,1.327815294265747
13,0.9,-1,0.569832181930542,1.871938943862915
14,1.5,-1,0.6915380954742432,2.463799238204956
15,0.0,1,1.1977100372314453,1.5997669696807861
16,0.9,1,0.7399009227752685,1.951645851135254
17,0.6,1,0.7021349906921387,1.704319953918457
18,0.6,1,0.793218994140625,1.7036988735198975
19,0.9,-1,0.6100500583648681,1.9119737148284912
20,0.3,1,0.7090241432189941,1.3755619525909424
21,0.3,-1,0.45519108772277833,1.1118288040161133
22,0.3,-1,0.7296299457550048,1.335658073425293
23,0.9,1,0.1294981002807617,1.431602954864502
24,0.3,-1,0.601900053024292,1.3040127754211426
25,0.0,1,2.824669122695923,3.151928186416626
26,1.2,-1,0.5741518020629883,2.071658134460449
27,0.0,-1,1.6934621334075928,2.000016927719116
28,0.0,1,1.4055759906768799,1.807703971862793
29,0.0,-1,1.7370600700378418,2.127824306488037
30,1.5,-1,0.6289858818054199,2.4479448795318604
31,0.6,1,0.7552577495574951,1.7277271747589111
32,0.6,-1,0.7903350830078125,1.6077301502227783
33,1.2,-1,0.6176059722900391,2.191744089126587
34,1.5,-1,0.49657201766967773,2.383936643600464
35,0.9,1,1.0858798980712892,2.3761520385742188
36,0.3,1,0.7277502536773681,1.4237911701202393
37,0.3,1,0.4407069206237793,1.055677890777588
38,0.6,1,0.41672792434692385,1.3436920642852783
39,0.9,-1,1.0018712043762208,2.3039238452911377
40,0.6,1,0.49324789047241213,1.4077839851379395
41,0.9,-1,0.35098586082458494,1.5677850246429443
42,0.9,1,0.4529562950134277,1.7438609600067139
43,0.6,-1,0.45052709579467776,1.4237160682678223
44,1.2,-1,0.154517936706543,1.7117319107055664
45,0.9,-1,0.4494260311126709,1.7515079975128174
46,0.3,1,2.6183402061462404,3.1760499477386475
47,0.0,1,1.1306087970733643,1.511847972869873
48,0.3,1,0.8080110073089599,1.4476940631866455
49,1.5,1,0.6153059005737305,2.439803123474121
50,0.0,1,1.982367992401123,2.2718729972839355
51,0.0,1,1.365813970565796,1.7522530555725098
52,1.2,1,0.8140058994293213,2.311782121658325
53,0.0,-1,2.1958491802215576,2.5118119716644287
54,0.9,-1,0.7008989810943603,1.9118471145629883
55,1.5,1,0.6653261184692383,2.5038249492645264
56,1.2,1,0.694505262374878,2.16018009185791
57,1.2,1,0.42707901000976567,1.9678137302398682
58,1.5,1,0.37066006660461426,2.159586191177368
59,0.6,-1,0.7460121154785156,1.711705207824707
60,1.2,-1,0.4862421035766602,2.0801429748535156
61,1.5,1,0.4875321388244629,2.3602969646453857
62,1.2,1,0.4263322830200196,2.023944139480591
63,0.0,-1,2.217604160308838,2.5280189514160156
64,1.2,1,0.6492369651794434,2.103640079498291
65,0.0,1,2.3765649795532227,2.719741106033325
66,0.0,-1,2.3711512088775635,2.711874008178711
67,1.2,1,0.5441768646240235,2.127917766571045
68,0.6,-1,0.5223452091217041,1.431678056716919
69,0.6,-1,0.4514061450958252,1.4078238010406494
70,1.5,1,0.6134552955627441,2.4478769302368164
71,0.3,-1,0.624170970916748,1.2476258277893066
72,0.3,1,0.6053869247436523,1.2956490516662598
73,1.2,-1,0.36955194473266606,1.9441311359405518
74,0.3,1,0.7541839599609375,1.415679931640625
75,0.3,-1,0.41600794792175294,1.0158641338348389
76,0.9,-1,0.43544397354125974,1.5997281074523926
77,1.5,-1,0.46720290184020996,2.279949903488159
78,0.3,-1,0.4313981056213379,1.0398330688476562
79,1.2,-1,0.47212009429931645,2.039762020111084
80,0.0,-1,1.3768739700317383,1.743898868560791
81,0.3,1,0.6130182266235351,1.239753246307373
82,0.3,-1,0.6307341575622558,1.2477819919586182
83,0.6,1,0.5599009037017822,1.479698896408081
84,0.3,1,0.5623559474945068,1.239750862121582
85,0.3,1,0.6947068691253662,1.2954719066619873
86,0.3,1,0.6267890453338623,1.2720329761505127
87,0.6,-1,0.5573722362518311,1.4800221920013428
88,0.6,1,0.8690759181976319,1.8238520622253418
89,1.5,1,0.471282958984375,2.295725107192993
90,1.2,1,0.6226912021636963,2.1118788719177246
91,0.3,-1,0.9995691299438476,1.6397860050201416
92,1.5,1,0.8711152076721191,2.744065046310425
93,0.6,-1,0.6425422668457031,1.5516068935394287
94,0.9,1,0.66622314453125,1.895745038986206
95,1.5,-1,0.6553859710693359,2.5437450408935547
96,1.2,1,0.6171699047088623,2.200300931930542
97,1.2,-1,0.5782001495361329,2.1437840461730957
98,0.0,-1,3.057145118713379,3.4402449131011963
99,0.9,1,0.590786075592041,1.831916093826294
100,1.5,1,0.9404830932617188,2.800034999847412
101,0.3,1,0.6332633018493652,1.3037779331207275
102,1.2,1,0.43221979141235356,2.000345230102539
103,1.5,-1,0.7320499420166016,2.5759310722351074
104,0.9,-1,0.7611089706420898,2.0478627681732178
105,0.6,-1,1.0616129875183105,2.0636849403381348
106,0.6,1,0.32435026168823244,1.264070987701416
107,0.0,-1,1.4194519519805908,1.8159759044647217
108,1.2,1,0.49824600219726567,2.063878059387207
109,1.5,-1,0.4947800636291504,2.3357911109924316
110,1.2,-1,0.5573108673095704,2.055856943130493
111,0.6,1,3.2191380500793456,4.207545042037964
112,1.5,-1,0.4201850891113281,2.3118479251861572
113,0.9,-1,0.3984929084777832,1.5997390747070312
114,0.9,1,0.7592042446136474,1.959643840789795
115,0.3,1,1.894617986679077,2.5679051876068115
116,0.9,-1,0.5946470260620117,1.8480241298675537
117,0.0,1,1.9502661228179932,2.3196167945861816
118,0.3,-1,0.6868988990783691,1.3677928447723389
119,0.9,1,0.9380308151245117,2.159754991531372
120,0.0,1,2.259610891342163,2.639861822128296
121,0.6,1,0.5075928211212158,1.4559941291809082
122,0.6,-1,0.33122100830078127,1.2797996997833252
123,1.5,-1,0.3835299015045166,2.2237768173217773
124,1.5,-1,0.4102029800415039,2.2878801822662354
125,0.0,1,2.501873254776001,2.8238677978515625
126,0.0,-1,2.5163767337799072,2.8882157802581787
127,0.9,-1,1.8869648933410645,3.1437339782714844
128,0.9,1,0.6495960712432861,1.9516761302947998
129,0.6,1,0.8547040462493897,1.6797871589660645
130,0.6,-1,0.63807692527771,1.6397528648376465
131,0.6,1,0.6620007991790772,1.6638998985290527
132,0.3,1,1.0338000774383544,1.735907793045044
133,0.9,1,0.4258728981018066,1.7277162075042725
134,1.5,-1,0.6106078624725342,2.4319190979003906
135,0.9,-1,0.6017518997192383,1.8400020599365234
136,0.9,1,0.703550910949707,1.9760100841522217
137,0.9,1,0.5266009330749511,1.783724069595337
138,0.0,-1,1.7155258655548096,2.0718460083007812
139,0.6,-1,0.7571000099182129,1.647679090499878
140,0.0,-1,1.4861719608306885,1.8078100681304932
141,0.3,1,0.6477162361145019,1.2796227931976318
142,0.6,1,0.5169748306274414,1.4399731159210205
143,0.0,-1,1.5732128620147705,1.951780080795288
144,1.2,-1,0.6193490505218506,2.2156548500061035
145,0.9,-1,0.5087190628051758,1.775726079940796
146,0.9,-1,0.4958919048309326,1.7278079986572266
147,1.2,1,0.5633049488067627,2.0956640243530273
148,0.6,1,0.8999139308929444,1.8162319660186768
149,0.3,-1,0.8714050769805908,1.5518319606781006
150,1.5,-1,0.35118675231933594,2.19986891746521
151,0.9,-1,1.1596001148223878,2.415865898132324
152,0.9,1,0.7186699867248535,2.0158660411834717
153,1.5,1,-0.17055606842041016,1.7262568473815918
154,0.0,1,2.4936749935150146,2.895803213119507
155,0.9,1,0.6408041477203369,1.8478162288665771
156,0.9,1,0.8746989727020263,2.1038901805877686
157,0.6,-1,0.5020207405090332,1.3758258819580078
158,1.2,-1,0.4860449314117432,2.0882039070129395
159,0.3,-1,0.513849925994873,1.2078752517700195
160,1.2,-1,0.5000980377197266,2.0559489727020264
161,0.0,1,3.395331859588623,3.759899854660034
162,0.6,1,0.5467051506042481,1.4717381000518799
163,0.3,-1,0.4955319881439209,1.1120729446411133
164,1.2,1,0.49355702400207524,1.9997880458831787
165,1.2,1,-0.559807014465332,0.991894006729126
166,1.5,1,0.13768982887268066,2.039858102798462
167,1.5,-1,0.5974042415618896,2.311870813369751
168,1.2,1,0.5498288154602051,2.0238237380981445
169,1.5,1,0.6743249893188477,2.4481630325317383
170,1.5,1,0.8637828826904297,2.7118468284606934
171,0.0,-1,2.3153159618377686,2.695841073989868
172,0.9,-1,0.4943359851837158,1.759871006011963
173,0.3,1,2.286788892745972,2.9439480304718018
174,0.3,-1,0.5198390007019043,1.135890007019043
175,1.2,-1,0.6359260559082032,2.191828966140747
176,0.6,-1,0.5067419052124024,1.4156901836395264
177,1.2,-1,0.5886848449707032,2.119878053665161
178,1.2,1,1.9226198673248291,3.471752882003784
179,0.0,-1,2.043192148208618,2.408342123031616
180,0.6,-1,0.618663215637207,1.591775894165039
181,0.6,1,0.4987491607666016,1.4557058811187744
182,0.6,-1,0.5068570613861084,1.4957802295684814
183,0.9,-1,0.49765810966491697,1.720041036605835
184,1.5,-1,0.4018256664276123,2.2958929538726807
185,1.5,1,0.6103169918060303,2.4636032581329346
186,1.2,-1,0.3189437866210938,1.8958919048309326
187,0.3,-1,0.43453688621520997,1.0797741413116455
188,1.2,-1,0.4431498527526856,1.9756100177764893
189,0.9,-1,0.4956809043884277,1.7598891258239746
190,1.2,1,1.7082601070404053,3.2081732749938965
191,0.3,-1,1.1247012138366699,1.8078632354736328
192,1.5,-1,0.4501171112060547,2.272113084793091
193,0.0,-1,2.3949079513549805,2.6958000659942627
194,0.6,-1,0.4626208782196045,1.2719449996948242
195,1.5,-1,0.44793009757995605,2.3359222412109375
196,0.0,1,2.5263631343841553,2.9118540287017822
197,1.5,-1,0.4336850643157959,2.3358030319213867
198,0.9,1,1.2950051784515382,2.5601398944854736
199,1.5,1,0.4892401695251465,2.383669137954712
200,1.2,-1,0.5309513092041016,2.079957962036133
201,0.0,-1,1.9745771884918213,2.295727014541626
202,0.0,1,2.954820156097412,3.327760934829712
203,1.5,-1,0.487231969833374,2.303741931915283
204,0.3,-1,0.5400859832763671,1.1518142223358154
205,0.6,1,0.5798841953277588,1.5600669384002686
206,1.5,-1,0.5183451175689697,2.3196918964385986
207,1.2,-1,0.4923289299011231,2.0479092597961426
208,0.6,-1,0.5603379249572754,1.4714348316192627
209,0.0,-1,1.1629149913787842,1.5041680335998535
210,0.0,1,0.8365151882171631,1.2083468437194824
211,0.6,-1,1.013276958465576,1.9439938068389893
212,0.9,-1,0.44742498397827146,1.7198100090026855
213,0.0,1,0.7465181350708008,1.0957298278808594
214,0.6,1,0.529565954208374,1.463974952697754
215,1.5,1,-0.2052762508392334,1.5279560089111328
216,0.0,-1,1.6935019493103027,2.0956621170043945
217,1.2,1,0.5682490348815918,2.119812250137329
218,0.3,1,0.877001953125,1.5436747074127197
219,0.6,-1,0.6217249870300293,1.623856782913208
220,0.0,-1,2.4059929847717285,2.8081212043762207
221,1.2,1,0.6459968566894532,2.2478208541870117
222,0.0,1,2.1503100395202637,2.5515222549438477
223,1.2,-1,1.1022091388702393,2.7037909030914307
224,1.5,1,0.6856613159179688,2.4478001594543457
225,0.3,-1,0.5704440593719482,1.2719521522521973
226,0.0,-1,1.541700839996338,1.9436900615692139
227,1.5,1,1.0018219947814941,2.903930902481079
228,0.0,1,2.765872001647949,3.168041229248047
229,0.9,-1,0.4739659786224365,1.7758698463439941
230,0.3,-1,0.46180100440979005,1.111656904220581
231,0.9,1,0.6090610980987549,1.8719358444213867
232,0.9,1,0.7728711128234863,1.9920940399169922
233,0.0,1,2.6567671298980713,3.007863759994507
234,0.6,-1,0.6555661201477051,1.623749017715454
235,1.2,-1,0.5686698436737061,2.1118593215942383
236,0.3,-1,0.6450318813323974,1.3037497997283936
237,1.5,1,-0.045243024826049805,1.7757821083068848
238,0.0,1,2.333775043487549,2.7358970642089844
239,1.5,1,0.6519370079040527,2.4877288341522217
240,0.9,1,0.461541748046875,1.7120487689971924
