trial,cnd,eccentricity,test_eye,response,trial_times
127,2,1,-1,1,1.8744239807128906
128,2,2,1,0,1.869527816772461
129,2,2,1,0,1.7372009754180908
130,2,2,1,0,1.8069539070129395
131,2,1,1,0,1.8275141716003418
132,2,2,-1,1,1.8848028182983398
133,2,1,-1,1,1.8388280868530273
134,2,2,1,1,1.8814983367919922
135,1,1,-1,0,1.896116018295288
136,1,2,-1,0,1.876244068145752
137,2,1,-1,1,1.8536720275878906
138,1,1,1,0,1.8132119178771973
139,1,1,-1,1,1.8305552005767822
140,1,2,1,0,1.7212400436401367
141,1,1,1,0,1.82889723777771
142,1,2,-1,1,1.8072028160095215
143,1,1,1,0,1.8596882820129395
144,1,2,1,0,1.8854000568389893
145,2,1,1,1,1.814749002456665
146,2,1,1,1,1.8125460147857666
147,2,2,-1,1,1.8968799114227295
148,2,1,-1,1,1.8919129371643066
149,2,2,-1,1,1.8317368030548096
150,1,2,-1,0,1.8623690605163574
151,2,2,-1,1,1.8450372219085693
152,2,1,-1,1,1.8007817268371582
153,2,1,-1,1,1.901608943939209
154,1,2,1,0,1.8749256134033203
155,1,2,1,0,1.8259971141815186
156,1,1,-1,0,1.841019868850708
157,2,1,1,0,1.8382000923156738
158,2,2,-1,1,1.820302963256836
159,2,2,1,1,1.838479995727539
160,1,1,-1,1,1.8446319103240967
