trial,cnd,eccentricity,test_eye,response,trial_times
120,2,1,1,1,1.7898542881011963
121,1,2,-1,1,1.7590131759643555
122,1,1,1,0,1.8708579540252686
123,1,1,-1,1,1.800544023513794
124,1,2,-1,1,1.8871948719024658
125,2,1,1,1,1.8784430027008057
126,1,2,1,0,1.9012396335601807
127,2,1,-1,1,1.9020490646362305
128,2,1,1,0,1.7032601833343506
129,1,1,-1,1,1.7519569396972656
130,1,2,-1,0,1.7208600044250488
131,2,2,1,0,1.855579137802124
132,2,1,1,1,1.9020249843597412
133,1,1,1,0,1.9019930362701416
134,2,2,1,0,1.9020543098449707
135,2,2,1,0,1.9012858867645264
136,2,2,-1,0,1.723634958267212
137,1,1,-1,0,1.7595858573913574
138,1,2,-1,0,1.8815748691558838
139,1,1,-1,0,1.8350257873535156
140,2,1,-1,1,1.8538620471954346
141,1,2,-1,1,1.7495441436767578
142,1,2,1,0,1.7989413738250732
143,2,1,1,1,1.82905912399292
144,1,2,1,0,1.785226821899414
145,2,1,1,1,1.830625057220459
146,2,1,-1,1,1.8113479614257812
147,2,2,1,1,1.8604519367218018
148,2,2,-1,1,1.801642894744873
149,1,2,1,0,1.8629388809204102
150,1,1,1,1,1.8373761177062988
151,1,1,1,0,1.7936198711395264
152,2,1,-1,1,1.9014039039611816
153,1,2,-1,1,1.8475728034973145
154,1,2,1,0,1.765909194946289
155,1,1,1,1,1.830075979232788
156,2,2,-1,1,1.815399169921875
157,1,2,1,0,1.8554229736328125
158,2,2,1,0,1.7586710453033447
159,2,1,1,1,1.8693830966949463
160,1,2,-1,0,1.775102138519287
