trial,cnd,stimulated_eye,response,trial_times
1,0.9,-1,1,1.3022048473358154
2,1.2,1,1,1.592198133468628
3,0.3,-1,1,0.5503911972045898
4,0.3,1,1,0.7021701335906982
5,0.3,1,0,0.7012820243835449
6,0.0,-1,0,0.2466881275177002
7,1.2,1,0,1.530790090560913
8,0.9,-1,0,1.302032232284546
9,0.9,1,0,1.3015739917755127
10,0.9,1,0,1.302196979522705
11,0.3,1,0,0.5975098609924316
12,0.6,1,0,0.8991050720214844
13,1.2,-1,1,1.6017951965332031
14,0.6,-1,0,0.9316761493682861
15,0.6,-1,0,1.002091884613037
16,0.6,1,0,0.866192102432251
17,0.9,1,0,1.1201601028442383
18,0.6,-1,0,1.0014088153839111
19,1.2,1,0,1.6021559238433838
20,0.9,-1,0,1.3021187782287598
21,0.0,1,0,0.2990410327911377
22,0.6,-1,1,1.0022163391113281
23,1.5,-1,1,1.8638088703155518
24,0.3,-1,1,0.7020318508148193
25,0.9,-1,0,1.302112102508545
26,1.5,-1,1,1.9021401405334473
27,1.2,-1,0,1.6017768383026123
28,1.2,1,0,1.4991729259490967
29,0.3,-1,0,0.7013742923736572
30,1.5,1,0,1.9020788669586182
31,0.0,-1,0,0.40213704109191895
32,1.5,1,0,1.9021461009979248
33,0.6,1,0,0.8190326690673828
34,0.3,-1,1,0.7013649940490723
35,0.0,1,0,0.3064420223236084
36,0.6,-1,1,1.0015268325805664
37,0.0,1,0,0.2974209785461426
38,0.9,1,1,1.3019649982452393
39,0.9,-1,0,1.222715139389038
40,0.3,-1,1,0.7023749351501465
41,1.2,1,0,1.5133647918701172
42,0.0,1,1,0.28305506706237793
43,0.0,-1,1,0.23566722869873047
44,0.6,-1,0,0.9311811923980713
45,1.2,1,0,1.5615229606628418
46,0.6,1,1,1.0017662048339844
47,0.6,-1,0,0.9266889095306396
48,1.5,-1,1,1.9021308422088623
49,1.2,1,0,1.6019437313079834
50,1.2,-1,0,1.5623319149017334
51,1.5,1,1,1.7266180515289307
52,0.0,1,1,0.40204381942749023
53,0.9,-1,1,1.1183831691741943
54,0.0,1,0,0.29111409187316895
55,1.5,-1,0,1.845736026763916
56,1.2,-1,0,1.4912166595458984
57,0.9,1,0,1.1507859230041504
58,1.2,-1,1,1.602174997329712
59,0.6,1,0,0.9634189605712891
60,1.5,-1,1,1.8944120407104492
61,1.5,1,0,1.8283779621124268
62,0.3,-1,1,0.6557719707489014
63,1.5,1,0,1.8370001316070557
64,1.5,-1,0,1.8102238178253174
65,0.0,1,0,0.3148510456085205
66,1.2,1,0,1.5870280265808105
67,1.5,1,0,1.7862780094146729
68,1.2,1,0,1.5524210929870605
69,0.0,-1,1,0.40201902389526367
70,0.6,-1,0,0.8854038715362549
71,0.0,1,0,0.40163493156433105
72,0.3,1,1,0.5671532154083252
73,1.2,-1,0,1.5960140228271484
74,0.3,1,0,0.5023229122161865
75,0.9,1,1,1.146456003189087
76,0.9,1,0,1.268852949142456
77,1.2,1,0,1.5260088443756104
78,0.6,-1,1,0.9182679653167725
79,0.6,1,1,0.979727029800415
80,1.5,-1,1,1.8372571468353271
81,1.2,1,1,1.5709660053253174
82,1.2,1,1,1.5051121711730957
83,0.0,1,1,0.34435462951660156
84,0.3,1,1,0.7020699977874756
85,0.6,1,0,1.0011868476867676
86,0.6,1,1,0.9447877407073975
87,0.3,-1,1,0.6576220989227295
88,1.5,-1,0,1.7433819770812988
89,0.6,-1,0,0.9299991130828857
90,1.2,1,0,1.596207857131958
91,0.0,-1,1,0.3100709915161133
92,0.3,-1,1,0.6524028778076172
93,0.9,-1,0,1.2453548908233643
94,1.2,-1,0,1.6021368503570557
95,0.9,-1,0,1.141524076461792
96,0.9,-1,1,1.230004072189331
97,1.2,1,0,1.5203659534454346
98,0.6,-1,1,0.9705641269683838
99,0.0,-1,0,0.38497424125671387
100,0.0,1,0,0.36713123321533203
101,0.9,1,0,1.22747802734375
102,1.2,-1,0,1.5204591751098633
103,0.9,-1,1,1.2861642837524414
104,0.0,1,0,0.3897867202758789
