trial,cnd,eccentricity,test_eye,response,trial_times
125,2,1,1,1,1.8450658321380615
126,2,2,-1,0,1.7941019535064697
127,2,2,1,0,1.8179430961608887
128,2,1,-1,1,1.8612449169158936
129,2,2,1,1,1.8271470069885254
130,2,2,-1,0,1.8370230197906494
131,2,1,-1,1,1.8039608001708984
132,2,2,-1,1,1.896458625793457
133,2,1,-1,1,1.815187931060791
134,1,2,1,0,1.886652946472168
135,1,2,-1,0,1.8123371601104736
136,2,1,1,1,1.8254590034484863
137,2,1,1,1,1.832360029220581
138,1,1,1,1,1.8490638732910156
139,2,2,-1,1,1.8205969333648682
140,2,2,-1,0,1.8827369213104248
141,1,1,-1,1,1.886016845703125
142,2,2,-1,0,1.8309988975524902
143,2,2,-1,1,1.827690839767456
144,1,2,-1,0,1.8359808921813965
145,1,1,-1,1,1.7513790130615234
146,1,2,1,0,1.8117423057556152
147,2,1,1,1,1.8564341068267822
148,1,1,1,0,1.8882250785827637
149,1,1,1,0,1.8463070392608643
150,2,1,1,1,1.8861019611358643
151,2,1,1,0,1.8338522911071777
152,1,2,1,0,1.8733291625976562
153,1,2,-1,1,1.8157281875610352
154,1,2,-1,0,1.8574857711791992
155,1,2,-1,0,1.8963820934295654
156,1,1,1,0,1.8211898803710938
157,2,2,1,0,1.892059087753296
158,1,1,-1,1,1.84962797164917
159,1,1,-1,0,1.827327013015747
160,1,1,-1,0,1.8895440101623535
