trial,cnd,eccentricity,test_eye,response,trial_times
94,2,2,1,1,1.8600411415100098
95,2,1,1,1,1.8017957210540771
96,1,1,-1,1,1.8044342994689941
97,1,1,1,1,1.7835159301757812
98,2,2,1,0,1.8852460384368896
99,1,1,-1,1,1.846513032913208
100,1,2,1,0,1.842174768447876
101,1,1,-1,1,1.805746078491211
102,2,1,-1,1,1.8520557880401611
103,1,2,-1,0,1.902216911315918
104,2,1,-1,1,1.9012582302093506
105,1,1,-1,0,1.8055040836334229
106,1,1,1,0,1.710310935974121
107,2,1,1,1,1.901432991027832
108,1,1,-1,0,1.882328987121582
109,2,2,1,0,1.7106709480285645
110,1,2,1,0,1.8559179306030273
111,2,1,1,1,1.9021759033203125
112,1,2,-1,1,1.7350358963012695
113,1,1,1,1,1.9015617370605469
114,1,2,1,0,1.9022338390350342
115,2,1,1,1,1.8524250984191895
116,1,2,1,1,1.9022789001464844
117,1,2,1,1,1.901703119277954
118,2,2,-1,1,1.8394150733947754
119,1,2,1,1,1.901777744293213
120,1,1,-1,1,1.902327060699463
121,1,1,1,1,1.8300669193267822
122,1,1,-1,1,1.8030312061309814
123,2,1,1,1,1.7537307739257812
124,1,1,1,1,1.901374101638794
125,2,2,1,0,1.901381015777588
126,2,2,1,0,1.8417539596557617
127,2,2,-1,1,1.786466121673584
128,2,2,1,0,1.9021258354187012
129,1,2,1,0,1.7944281101226807
130,1,2,-1,0,1.9021711349487305
131,2,2,-1,0,1.8028879165649414
132,1,1,-1,0,1.754045009613037
133,2,1,1,0,1.804847002029419
134,1,2,-1,0,1.8583850860595703
135,2,1,-1,1,1.8621041774749756
136,1,2,1,1,1.868129014968872
137,2,2,-1,0,1.896683931350708
138,1,1,1,0,1.875978946685791
139,2,1,-1,1,1.8164207935333252
140,1,1,-1,1,1.7937779426574707
141,2,1,1,0,1.817547082901001
142,1,2,1,0,1.8955519199371338
143,1,1,1,0,1.8003263473510742
144,2,2,1,0,1.7537767887115479
145,2,1,-1,1,1.850235939025879
146,2,2,-1,0,1.8144159317016602
147,1,1,-1,1,1.820727825164795
148,1,2,1,0,1.7145600318908691
149,1,2,-1,1,1.7831389904022217
150,2,2,-1,1,1.8585031032562256
151,2,1,-1,1,1.857395887374878
152,1,2,1,1,1.810126781463623
153,1,2,-1,0,1.8771040439605713
154,2,1,-1,1,1.8485887050628662
155,2,1,-1,1,1.8734347820281982
156,1,2,1,0,1.8792567253112793
157,1,1,1,0,1.8067498207092285
158,1,1,1,0,1.9016010761260986
159,2,1,1,0,1.8096990585327148
160,1,1,1,0,1.7344069480895996
